exam_id,student_id,semester,course_code,exam_type,exam_date,marks,grade,gpa
EXM085501,2026075500000855,7,CE101,Final,2026-07-17,88,A+,4.00
EXM085502,2026075500000855,7,CE203,Final,2026-07-18,70,A-,3.50
EXM085503,2026075500000855,7,CE221,Final,2026-07-19,75,A,3.75
EXM085504,2026075500000855,7,CE303,Final,2026-07-20,92,A+,4.00
EXM085505,2026075500000855,7,CE315,Final,2026-07-21,93,A+,4.00
EXM085601,2026085600000856,8,ECO101,Final,2026-07-18,55,B-,2.75
EXM085602,2026085600000856,8,ECO203,Final,2026-07-19,43,D,2.00
EXM085603,2026085600000856,8,ECO221,Final,2026-07-20,97,A+,4.00
EXM085604,2026085600000856,8,ECO303,Final,2026-07-21,66,B+,3.25
EXM085605,2026085600000856,8,ECO315,Final,2026-07-22,49,C,2.25
EXM085701,2026014900000857,1,CSE101,Final,2026-07-19,64,B,3.00
EXM085702,2026014900000857,1,CSE203,Final,2026-07-20,79,A,3.75
EXM085703,2026014900000857,1,CSE211,Final,2026-07-21,91,A+,4.00
EXM085704,2026014900000857,1,CSE305,Final,2026-07-22,90,A+,4.00
EXM085705,2026014900000857,1,CSE321,Final,2026-07-23,53,C+,2.50
EXM085801,2026025000000858,2,EEE101,Final,2026-07-20,76,A,3.75
EXM085802,2026025000000858,2,EEE203,Final,2026-07-21,86,A+,4.00
EXM085803,2026025000000858,2,EEE221,Final,2026-07-22,48,C,2.25
EXM085804,2026025000000858,2,EEE303,Final,2026-07-23,77,A,3.75
EXM085805,2026025000000858,2,EEE315,Final,2026-07-24,68,B+,3.25
EXM085901,2026035100000859,3,BUS101,Final,2026-07-21,94,A+,4.00
EXM085902,2026035100000859,3,BUS203,Final,2026-07-22,65,B+,3.25
EXM085903,2026035100000859,3,FIN221,Final,2026-07-23,77,A,3.75
EXM085904,2026035100000859,3,MKT301,Final,2026-07-24,89,A+,4.00
EXM085905,2026035100000859,3,ACC211,Final,2026-07-25,53,C+,2.50
EXM086001,2026045200000860,4,ENG101,Final,2026-07-02,84,A+,4.00
EXM086002,2026045200000860,4,ENG205,Final,2026-07-03,58,B-,2.75
EXM086003,2026045200000860,4,ENG221,Final,2026-07-04,85,A+,4.00
EXM086004,2026045200000860,4,ENG303,Final,2026-07-05,40,D,2.00
EXM086005,2026045200000860,4,ENG315,Final,2026-07-06,44,D,2.00
EXM086101,2026055300000861,5,LAW101,Final,2026-07-03,83,A+,4.00
EXM086102,2026055300000861,5,LAW203,Final,2026-07-04,56,B-,2.75
EXM086103,2026055300000861,5,LAW221,Final,2026-07-05,72,A-,3.50
EXM086104,2026055300000861,5,LAW303,Final,2026-07-06,83,A+,4.00
EXM086105,2026055300000861,5,LAW315,Final,2026-07-07,85,A+,4.00
EXM086201,2026065400000862,6,PHR101,Final,2026-07-04,41,D,2.00
EXM086202,2026065400000862,6,PHR203,Final,2026-07-05,93,A+,4.00
EXM086203,2026065400000862,6,PHR221,Final,2026-07-06,61,B,3.00
EXM086204,2026065400000862,6,PHR303,Final,2026-07-07,69,B+,3.25
EXM086205,2026065400000862,6,PHR315,Final,2026-07-08,95,A+,4.00
EXM086301,2026075500000863,7,CE101,Final,2026-07-05,47,C,2.25
EXM086302,2026075500000863,7,CE203,Final,2026-07-06,51,C+,2.50
EXM086303,2026075500000863,7,CE221,Final,2026-07-07,86,A+,4.00
EXM086304,2026075500000863,7,CE303,Final,2026-07-08,41,D,2.00
EXM086305,2026075500000863,7,CE315,Final,2026-07-09,75,A,3.75
EXM086401,2026085600000864,8,ECO101,Final,2026-07-06,78,A,3.75
EXM086402,2026085600000864,8,ECO203,Final,2026-07-07,60,B,3.00
EXM086403,2026085600000864,8,ECO221,Final,2026-07-08,59,B-,2.75
EXM086404,2026085600000864,8,ECO303,Final,2026-07-09,44,D,2.00
EXM086405,2026085600000864,8,ECO315,Final,2026-07-10,88,A+,4.00
EXM086501,2026014900000865,1,CSE101,Final,2026-07-07,57,B-,2.75
EXM086502,2026014900000865,1,CSE203,Final,2026-07-08,73,A-,3.50
EXM086503,2026014900000865,1,CSE211,Final,2026-07-09,47,C,2.25
EXM086504,2026014900000865,1,CSE305,Final,2026-07-10,82,A+,4.00
EXM086505,2026014900000865,1,CSE321,Final,2026-07-11,76,A,3.75
EXM086601,2026025000000866,2,EEE101,Final,2026-07-08,73,A-,3.50
EXM086602,2026025000000866,2,EEE203,Final,2026-07-09,47,C,2.25
EXM086603,2026025000000866,2,EEE221,Final,2026-07-10,56,B-,2.75
EXM086604,2026025000000866,2,EEE303,Final,2026-07-11,43,D,2.00
EXM086605,2026025000000866,2,EEE315,Final,2026-07-12,69,B+,3.25
EXM086701,2026035100000867,3,BUS101,Final,2026-07-09,40,D,2.00
EXM086702,2026035100000867,3,BUS203,Final,2026-07-10,72,A-,3.50
EXM086703,2026035100000867,3,FIN221,Final,2026-07-11,58,B-,2.75
EXM086704,2026035100000867,3,MKT301,Final,2026-07-12,70,A-,3.50
EXM086705,2026035100000867,3,ACC211,Final,2026-07-13,45,C,2.25
EXM086801,2026045200000868,4,ENG101,Final,2026-07-10,82,A+,4.00
EXM086802,2026045200000868,4,ENG205,Final,2026-07-11,50,C+,2.50
EXM086803,2026045200000868,4,ENG221,Final,2026-07-12,81,A+,4.00
EXM086804,2026045200000868,4,ENG303,Final,2026-07-13,56,B-,2.75
EXM086805,2026045200000868,4,ENG315,Final,2026-07-14,50,C+,2.50
EXM086901,2026055300000869,5,LAW101,Final,2026-07-11,47,C,2.25
EXM086902,2026055300000869,5,LAW203,Final,2026-07-12,47,C,2.25
EXM086903,2026055300000869,5,LAW221,Final,2026-07-13,73,A-,3.50
EXM086904,2026055300000869,5,LAW303,Final,2026-07-14,85,A+,4.00
EXM086905,2026055300000869,5,LAW315,Final,2026-07-15,88,A+,4.00
EXM087001,2026065400000870,6,PHR101,Final,2026-07-12,66,B+,3.25
EXM087002,2026065400000870,6,PHR203,Final,2026-07-13,94,A+,4.00
EXM087003,2026065400000870,6,PHR221,Final,2026-07-14,73,A-,3.50
EXM087004,2026065400000870,6,PHR303,Final,2026-07-15,79,A,3.75
EXM087005,2026065400000870,6,PHR315,Final,2026-07-16,96,A+,4.00
EXM087101,2026075500000871,7,CE101,Final,2026-07-13,50,C+,2.50
EXM087102,2026075500000871,7,CE203,Final,2026-07-14,53,C+,2.50
EXM087103,2026075500000871,7,CE221,Final,2026-07-15,59,B-,2.75
EXM087104,2026075500000871,7,CE303,Final,2026-07-16,43,D,2.00
EXM087105,2026075500000871,7,CE315,Final,2026-07-17,49,C,2.25
EXM087201,2026085600000872,8,ECO101,Final,2026-07-14,79,A,3.75
EXM087202,2026085600000872,8,ECO203,Final,2026-07-15,62,B,3.00
EXM087203,2026085600000872,8,ECO221,Final,2026-07-16,78,A,3.75
EXM087204,2026085600000872,8,ECO303,Final,2026-07-17,57,B-,2.75
EXM087205,2026085600000872,8,ECO315,Final,2026-07-18,47,C,2.25
EXM087301,2026014900000873,1,CSE101,Final,2026-07-15,66,B+,3.25
EXM087302,2026014900000873,1,CSE203,Final,2026-07-16,69,B+,3.25
EXM087303,2026014900000873,1,CSE211,Final,2026-07-17,84,A+,4.00
EXM087304,2026014900000873,1,CSE305,Final,2026-07-18,89,A+,4.00
EXM087305,2026014900000873,1,CSE321,Final,2026-07-19,64,B,3.00
EXM087401,2026025000000874,2,EEE101,Final,2026-07-16,58,B-,2.75
EXM087402,2026025000000874,2,EEE203,Final,2026-07-17,54,C+,2.50
EXM087403,2026025000000874,2,EEE221,Final,2026-07-18,69,B+,3.25
EXM087404,2026025000000874,2,EEE303,Final,2026-07-19,73,A-,3.50
EXM087405,2026025000000874,2,EEE315,Final,2026-07-20,92,A+,4.00
EXM087501,2026035100000875,3,BUS101,Final,2026-07-17,92,A+,4.00
EXM087502,2026035100000875,3,BUS203,Final,2026-07-18,74,A-,3.50
EXM087503,2026035100000875,3,FIN221,Final,2026-07-19,69,B+,3.25
EXM087504,2026035100000875,3,MKT301,Final,2026-07-20,70,A-,3.50
EXM087505,2026035100000875,3,ACC211,Final,2026-07-21,51,C+,2.50
EXM087601,2026045200000876,4,ENG101,Final,2026-07-18,56,B-,2.75
EXM087602,2026045200000876,4,ENG205,Final,2026-07-19,51,C+,2.50
EXM087603,2026045200000876,4,ENG221,Final,2026-07-20,91,A+,4.00
EXM087604,2026045200000876,4,ENG303,Final,2026-07-21,43,D,2.00
EXM087605,2026045200000876,4,ENG315,Final,2026-07-22,85,A+,4.00
EXM087701,2026055300000877,5,LAW101,Final,2026-07-19,58,B-,2.75
EXM087702,2026055300000877,5,LAW203,Final,2026-07-20,56,B-,2.75
EXM087703,2026055300000877,5,LAW221,Final,2026-07-21,61,B,3.00
EXM087704,2026055300000877,5,LAW303,Final,2026-07-22,63,B,3.00
EXM087705,2026055300000877,5,LAW315,Final,2026-07-23,75,A,3.75
EXM087801,2026065400000878,6,PHR101,Final,2026-07-20,45,C,2.25
EXM087802,2026065400000878,6,PHR203,Final,2026-07-21,79,A,3.75
EXM087803,2026065400000878,6,PHR221,Final,2026-07-22,59,B-,2.75
EXM087804,2026065400000878,6,PHR303,Final,2026-07-23,44,D,2.00
EXM087805,2026065400000878,6,PHR315,Final,2026-07-24,43,D,2.00
EXM087901,2026075500000879,7,CE101,Final,2026-07-21,54,C+,2.50
EXM087902,2026075500000879,7,CE203,Final,2026-07-22,72,A-,3.50
EXM087903,2026075500000879,7,CE221,Final,2026-07-23,82,A+,4.00
EXM087904,2026075500000879,7,CE303,Final,2026-07-24,64,B,3.00
EXM087905,2026075500000879,7,CE315,Final,2026-07-25,48,C,2.25
EXM088001,2026085600000880,8,ECO101,Final,2026-07-02,75,A,3.75
EXM088002,2026085600000880,8,ECO203,Final,2026-07-03,94,A+,4.00
EXM088003,2026085600000880,8,ECO221,Final,2026-07-04,76,A,3.75
EXM088004,2026085600000880,8,ECO303,Final,2026-07-05,52,C+,2.50
EXM088005,2026085600000880,8,ECO315,Final,2026-07-06,58,B-,2.75
EXM088101,2026014900000881,1,CSE101,Final,2026-07-03,71,A-,3.50
EXM088102,2026014900000881,1,CSE203,Final,2026-07-04,55,B-,2.75
EXM088103,2026014900000881,1,CSE211,Final,2026-07-05,74,A-,3.50
EXM088104,2026014900000881,1,CSE305,Final,2026-07-06,46,C,2.25
EXM088105,2026014900000881,1,CSE321,Final,2026-07-07,93,A+,4.00
EXM088201,2026025000000882,2,EEE101,Final,2026-07-04,92,A+,4.00
EXM088202,2026025000000882,2,EEE203,Final,2026-07-05,64,B,3.00
EXM088203,2026025000000882,2,EEE221,Final,2026-07-06,94,A+,4.00
EXM088204,2026025000000882,2,EEE303,Final,2026-07-07,78,A,3.75
EXM088205,2026025000000882,2,EEE315,Final,2026-07-08,72,A-,3.50
EXM088301,2026035100000883,3,BUS101,Final,2026-07-05,56,B-,2.75
EXM088302,2026035100000883,3,BUS203,Final,2026-07-06,48,C,2.25
EXM088303,2026035100000883,3,FIN221,Final,2026-07-07,46,C,2.25
EXM088304,2026035100000883,3,MKT301,Final,2026-07-08,59,B-,2.75
EXM088305,2026035100000883,3,ACC211,Final,2026-07-09,70,A-,3.50
EXM088401,2026045200000884,4,ENG101,Final,2026-07-06,66,B+,3.25
EXM088402,2026045200000884,4,ENG205,Final,2026-07-07,46,C,2.25
EXM088403,2026045200000884,4,ENG221,Final,2026-07-08,81,A+,4.00
EXM088404,2026045200000884,4,ENG303,Final,2026-07-09,85,A+,4.00
EXM088405,2026045200000884,4,ENG315,Final,2026-07-10,53,C+,2.50
EXM088501,2026055300000885,5,LAW101,Final,2026-07-07,81,A+,4.00
EXM088502,2026055300000885,5,LAW203,Final,2026-07-08,58,B-,2.75
EXM088503,2026055300000885,5,LAW221,Final,2026-07-09,60,B,3.00
EXM088504,2026055300000885,5,LAW303,Final,2026-07-10,88,A+,4.00
EXM088505,2026055300000885,5,LAW315,Final,2026-07-11,96,A+,4.00
EXM088601,2026065400000886,6,PHR101,Final,2026-07-08,80,A+,4.00
EXM088602,2026065400000886,6,PHR203,Final,2026-07-09,59,B-,2.75
EXM088603,2026065400000886,6,PHR221,Final,2026-07-10,75,A,3.75
EXM088604,2026065400000886,6,PHR303,Final,2026-07-11,64,B,3.00
EXM088605,2026065400000886,6,PHR315,Final,2026-07-12,54,C+,2.50
EXM088701,2026075500000887,7,CE101,Final,2026-07-09,49,C,2.25
EXM088702,2026075500000887,7,CE203,Final,2026-07-10,74,A-,3.50
EXM088703,2026075500000887,7,CE221,Final,2026-07-11,42,D,2.00
EXM088704,2026075500000887,7,CE303,Final,2026-07-12,95,A+,4.00
EXM088705,2026075500000887,7,CE315,Final,2026-07-13,89,A+,4.00
EXM088801,2026085600000888,8,ECO101,Final,2026-07-10,82,A+,4.00
EXM088802,2026085600000888,8,ECO203,Final,2026-07-11,61,B,3.00
EXM088803,2026085600000888,8,ECO221,Final,2026-07-12,73,A-,3.50
EXM088804,2026085600000888,8,ECO303,Final,2026-07-13,45,C,2.25
EXM088805,2026085600000888,8,ECO315,Final,2026-07-14,47,C,2.25
EXM088901,2026014900000889,1,CSE101,Final,2026-07-11,66,B+,3.25
EXM088902,2026014900000889,1,CSE203,Final,2026-07-12,47,C,2.25
EXM088903,2026014900000889,1,CSE211,Final,2026-07-13,81,A+,4.00
EXM088904,2026014900000889,1,CSE305,Final,2026-07-14,55,B-,2.75
EXM088905,2026014900000889,1,CSE321,Final,2026-07-15,93,A+,4.00
EXM089001,2026025000000890,2,EEE101,Final,2026-07-12,42,D,2.00
EXM089002,2026025000000890,2,EEE203,Final,2026-07-13,67,B+,3.25
EXM089003,2026025000000890,2,EEE221,Final,2026-07-14,75,A,3.75
EXM089004,2026025000000890,2,EEE303,Final,2026-07-15,65,B+,3.25
EXM089005,2026025000000890,2,EEE315,Final,2026-07-16,43,D,2.00
EXM089101,2026035100000891,3,BUS101,Final,2026-07-13,44,D,2.00
EXM089102,2026035100000891,3,BUS203,Final,2026-07-14,78,A,3.75
EXM089103,2026035100000891,3,FIN221,Final,2026-07-15,83,A+,4.00
EXM089104,2026035100000891,3,MKT301,Final,2026-07-16,48,C,2.25
EXM089105,2026035100000891,3,ACC211,Final,2026-07-17,77,A,3.75
EXM089201,2026045200000892,4,ENG101,Final,2026-07-14,72,A-,3.50
EXM089202,2026045200000892,4,ENG205,Final,2026-07-15,59,B-,2.75
EXM089203,2026045200000892,4,ENG221,Final,2026-07-16,45,C,2.25
EXM089204,2026045200000892,4,ENG303,Final,2026-07-17,68,B+,3.25
EXM089205,2026045200000892,4,ENG315,Final,2026-07-18,97,A+,4.00
EXM089301,2026055300000893,5,LAW101,Final,2026-07-15,44,D,2.00
EXM089302,2026055300000893,5,LAW203,Final,2026-07-16,84,A+,4.00
EXM089303,2026055300000893,5,LAW221,Final,2026-07-17,53,C+,2.50
EXM089304,2026055300000893,5,LAW303,Final,2026-07-18,45,C,2.25
EXM089305,2026055300000893,5,LAW315,Final,2026-07-19,80,A+,4.00
EXM089401,2026065400000894,6,PHR101,Final,2026-07-16,67,B+,3.25
EXM089402,2026065400000894,6,PHR203,Final,2026-07-17,75,A,3.75
EXM089403,2026065400000894,6,PHR221,Final,2026-07-18,95,A+,4.00
EXM089404,2026065400000894,6,PHR303,Final,2026-07-19,96,A+,4.00
EXM089405,2026065400000894,6,PHR315,Final,2026-07-20,54,C+,2.50
EXM089501,2026075500000895,7,CE101,Final,2026-07-17,67,B+,3.25
EXM089502,2026075500000895,7,CE203,Final,2026-07-18,80,A+,4.00
EXM089503,2026075500000895,7,CE221,Final,2026-07-19,64,B,3.00
EXM089504,2026075500000895,7,CE303,Final,2026-07-20,91,A+,4.00
EXM089505,2026075500000895,7,CE315,Final,2026-07-21,59,B-,2.75
EXM089601,2026085600000896,8,ECO101,Final,2026-07-18,79,A,3.75
EXM089602,2026085600000896,8,ECO203,Final,2026-07-19,82,A+,4.00
EXM089603,2026085600000896,8,ECO221,Final,2026-07-20,45,C,2.25
EXM089604,2026085600000896,8,ECO303,Final,2026-07-21,64,B,3.00
EXM089605,2026085600000896,8,ECO315,Final,2026-07-22,63,B,3.00
EXM089701,2026014900000897,1,CSE101,Final,2026-07-19,44,D,2.00
EXM089702,2026014900000897,1,CSE203,Final,2026-07-20,66,B+,3.25
EXM089703,2026014900000897,1,CSE211,Final,2026-07-21,60,B,3.00
EXM089704,2026014900000897,1,CSE305,Final,2026-07-22,50,C+,2.50
EXM089705,2026014900000897,1,CSE321,Final,2026-07-23,43,D,2.00
EXM089801,2026025000000898,2,EEE101,Final,2026-07-20,65,B+,3.25
EXM089802,2026025000000898,2,EEE203,Final,2026-07-21,73,A-,3.50
EXM089803,2026025000000898,2,EEE221,Final,2026-07-22,79,A,3.75
EXM089804,2026025000000898,2,EEE303,Final,2026-07-23,78,A,3.75
EXM089805,2026025000000898,2,EEE315,Final,2026-07-24,82,A+,4.00
EXM089901,2026035100000899,3,BUS101,Final,2026-07-21,64,B,3.00
EXM089902,2026035100000899,3,BUS203,Final,2026-07-22,88,A+,4.00
EXM089903,2026035100000899,3,FIN221,Final,2026-07-23,53,C+,2.50
EXM089904,2026035100000899,3,MKT301,Final,2026-07-24,45,C,2.25
EXM089905,2026035100000899,3,ACC211,Final,2026-07-25,85,A+,4.00
EXM090001,2026045200000900,4,ENG101,Final,2026-07-02,97,A+,4.00
EXM090002,2026045200000900,4,ENG205,Final,2026-07-03,41,D,2.00
EXM090003,2026045200000900,4,ENG221,Final,2026-07-04,50,C+,2.50
EXM090004,2026045200000900,4,ENG303,Final,2026-07-05,79,A,3.75
EXM090005,2026045200000900,4,ENG315,Final,2026-07-06,91,A+,4.00
EXM090101,2026055300000901,5,LAW101,Final,2026-07-03,92,A+,4.00
EXM090102,2026055300000901,5,LAW203,Final,2026-07-04,54,C+,2.50
EXM090103,2026055300000901,5,LAW221,Final,2026-07-05,84,A+,4.00
EXM090104,2026055300000901,5,LAW303,Final,2026-07-06,93,A+,4.00
EXM090105,2026055300000901,5,LAW315,Final,2026-07-07,82,A+,4.00
EXM090201,2026065400000902,6,PHR101,Final,2026-07-04,65,B+,3.25
EXM090202,2026065400000902,6,PHR203,Final,2026-07-05,55,B-,2.75
EXM090203,2026065400000902,6,PHR221,Final,2026-07-06,75,A,3.75
EXM090204,2026065400000902,6,PHR303,Final,2026-07-07,92,A+,4.00
EXM090205,2026065400000902,6,PHR315,Final,2026-07-08,65,B+,3.25
EXM090301,2026075500000903,7,CE101,Final,2026-07-05,53,C+,2.50
EXM090302,2026075500000903,7,CE203,Final,2026-07-06,66,B+,3.25
EXM090303,2026075500000903,7,CE221,Final,2026-07-07,46,C,2.25
EXM090304,2026075500000903,7,CE303,Final,2026-07-08,41,D,2.00
EXM090305,2026075500000903,7,CE315,Final,2026-07-09,90,A+,4.00
EXM090401,2026085600000904,8,ECO101,Final,2026-07-06,46,C,2.25
EXM090402,2026085600000904,8,ECO203,Final,2026-07-07,80,A+,4.00
EXM090403,2026085600000904,8,ECO221,Final,2026-07-08,63,B,3.00
EXM090404,2026085600000904,8,ECO303,Final,2026-07-09,55,B-,2.75
EXM090405,2026085600000904,8,ECO315,Final,2026-07-10,79,A,3.75
EXM090501,2026014900000905,1,CSE101,Final,2026-07-07,97,A+,4.00
EXM090502,2026014900000905,1,CSE203,Final,2026-07-08,62,B,3.00
EXM090503,2026014900000905,1,CSE211,Final,2026-07-09,71,A-,3.50
EXM090504,2026014900000905,1,CSE305,Final,2026-07-10,86,A+,4.00
EXM090505,2026014900000905,1,CSE321,Final,2026-07-11,73,A-,3.50
EXM090601,2026025000000906,2,EEE101,Final,2026-07-08,97,A+,4.00
EXM090602,2026025000000906,2,EEE203,Final,2026-07-09,84,A+,4.00
EXM090603,2026025000000906,2,EEE221,Final,2026-07-10,50,C+,2.50
EXM090604,2026025000000906,2,EEE303,Final,2026-07-11,42,D,2.00
EXM090605,2026025000000906,2,EEE315,Final,2026-07-12,65,B+,3.25
EXM090701,2026035100000907,3,BUS101,Final,2026-07-09,53,C+,2.50
EXM090702,2026035100000907,3,BUS203,Final,2026-07-10,80,A+,4.00
EXM090703,2026035100000907,3,FIN221,Final,2026-07-11,50,C+,2.50
EXM090704,2026035100000907,3,MKT301,Final,2026-07-12,50,C+,2.50
EXM090705,2026035100000907,3,ACC211,Final,2026-07-13,72,A-,3.50
EXM090801,2026045200000908,4,ENG101,Final,2026-07-10,60,B,3.00
EXM090802,2026045200000908,4,ENG205,Final,2026-07-11,75,A,3.75
EXM090803,2026045200000908,4,ENG221,Final,2026-07-12,69,B+,3.25
EXM090804,2026045200000908,4,ENG303,Final,2026-07-13,85,A+,4.00
EXM090805,2026045200000908,4,ENG315,Final,2026-07-14,73,A-,3.50
EXM090901,2026055300000909,5,LAW101,Final,2026-07-11,79,A,3.75
EXM090902,2026055300000909,5,LAW203,Final,2026-07-12,42,D,2.00
EXM090903,2026055300000909,5,LAW221,Final,2026-07-13,66,B+,3.25
EXM090904,2026055300000909,5,LAW303,Final,2026-07-14,45,C,2.25
EXM090905,2026055300000909,5,LAW315,Final,2026-07-15,72,A-,3.50
EXM091001,2026065400000910,6,PHR101,Final,2026-07-12,62,B,3.00
EXM091002,2026065400000910,6,PHR203,Final,2026-07-13,83,A+,4.00
EXM091003,2026065400000910,6,PHR221,Final,2026-07-14,41,D,2.00
EXM091004,2026065400000910,6,PHR303,Final,2026-07-15,90,A+,4.00
EXM091005,2026065400000910,6,PHR315,Final,2026-07-16,62,B,3.00
EXM091101,2026075500000911,7,CE101,Final,2026-07-13,59,B-,2.75
EXM091102,2026075500000911,7,CE203,Final,2026-07-14,61,B,3.00
EXM091103,2026075500000911,7,CE221,Final,2026-07-15,84,A+,4.00
EXM091104,2026075500000911,7,CE303,Final,2026-07-16,44,D,2.00
EXM091105,2026075500000911,7,CE315,Final,2026-07-17,45,C,2.25
EXM091201,2026085600000912,8,ECO101,Final,2026-07-14,41,D,2.00
EXM091202,2026085600000912,8,ECO203,Final,2026-07-15,68,B+,3.25
EXM091203,2026085600000912,8,ECO221,Final,2026-07-16,77,A,3.75
EXM091204,2026085600000912,8,ECO303,Final,2026-07-17,92,A+,4.00
EXM091205,2026085600000912,8,ECO315,Final,2026-07-18,58,B-,2.75
EXM091301,2026014900000913,1,CSE101,Final,2026-07-15,92,A+,4.00
EXM091302,2026014900000913,1,CSE203,Final,2026-07-16,79,A,3.75
EXM091303,2026014900000913,1,CSE211,Final,2026-07-17,85,A+,4.00
EXM091304,2026014900000913,1,CSE305,Final,2026-07-18,66,B+,3.25
EXM091305,2026014900000913,1,CSE321,Final,2026-07-19,44,D,2.00
EXM091401,2026025000000914,2,EEE101,Final,2026-07-16,44,D,2.00
EXM091402,2026025000000914,2,EEE203,Final,2026-07-17,95,A+,4.00
EXM091403,2026025000000914,2,EEE221,Final,2026-07-18,73,A-,3.50
EXM091404,2026025000000914,2,EEE303,Final,2026-07-19,67,B+,3.25
EXM091405,2026025000000914,2,EEE315,Final,2026-07-20,71,A-,3.50
EXM091501,2026035100000915,3,BUS101,Final,2026-07-17,59,B-,2.75
EXM091502,2026035100000915,3,BUS203,Final,2026-07-18,47,C,2.25
EXM091503,2026035100000915,3,FIN221,Final,2026-07-19,53,C+,2.50
EXM091504,2026035100000915,3,MKT301,Final,2026-07-20,92,A+,4.00
EXM091505,2026035100000915,3,ACC211,Final,2026-07-21,64,B,3.00
EXM091601,2026045200000916,4,ENG101,Final,2026-07-18,75,A,3.75
EXM091602,2026045200000916,4,ENG205,Final,2026-07-19,68,B+,3.25
EXM091603,2026045200000916,4,ENG221,Final,2026-07-20,40,D,2.00
EXM091604,2026045200000916,4,ENG303,Final,2026-07-21,47,C,2.25
EXM091605,2026045200000916,4,ENG315,Final,2026-07-22,66,B+,3.25
EXM091701,2026055300000917,5,LAW101,Final,2026-07-19,63,B,3.00
EXM091702,2026055300000917,5,LAW203,Final,2026-07-20,43,D,2.00
EXM091703,2026055300000917,5,LAW221,Final,2026-07-21,47,C,2.25
EXM091704,2026055300000917,5,LAW303,Final,2026-07-22,93,A+,4.00
EXM091705,2026055300000917,5,LAW315,Final,2026-07-23,59,B-,2.75
EXM091801,2026065400000918,6,PHR101,Final,2026-07-20,40,D,2.00
EXM091802,2026065400000918,6,PHR203,Final,2026-07-21,86,A+,4.00
EXM091803,2026065400000918,6,PHR221,Final,2026-07-22,56,B-,2.75
EXM091804,2026065400000918,6,PHR303,Final,2026-07-23,86,A+,4.00
EXM091805,2026065400000918,6,PHR315,Final,2026-07-24,57,B-,2.75
EXM091901,2026075500000919,7,CE101,Final,2026-07-21,58,B-,2.75
EXM091902,2026075500000919,7,CE203,Final,2026-07-22,73,A-,3.50
EXM091903,2026075500000919,7,CE221,Final,2026-07-23,77,A,3.75
EXM091904,2026075500000919,7,CE303,Final,2026-07-24,50,C+,2.50
EXM091905,2026075500000919,7,CE315,Final,2026-07-25,78,A,3.75
EXM092001,2026085600000920,8,ECO101,Final,2026-07-02,64,B,3.00
EXM092002,2026085600000920,8,ECO203,Final,2026-07-03,51,C+,2.50
EXM092003,2026085600000920,8,ECO221,Final,2026-07-04,87,A+,4.00
EXM092004,2026085600000920,8,ECO303,Final,2026-07-05,69,B+,3.25
EXM092005,2026085600000920,8,ECO315,Final,2026-07-06,96,A+,4.00
EXM092101,2026014900000921,1,CSE101,Final,2026-07-03,82,A+,4.00
EXM092102,2026014900000921,1,CSE203,Final,2026-07-04,51,C+,2.50
EXM092103,2026014900000921,1,CSE211,Final,2026-07-05,77,A,3.75
EXM092104,2026014900000921,1,CSE305,Final,2026-07-06,83,A+,4.00
EXM092105,2026014900000921,1,CSE321,Final,2026-07-07,93,A+,4.00
EXM092201,2026025000000922,2,EEE101,Final,2026-07-04,83,A+,4.00
EXM092202,2026025000000922,2,EEE203,Final,2026-07-05,52,C+,2.50
EXM092203,2026025000000922,2,EEE221,Final,2026-07-06,40,D,2.00
EXM092204,2026025000000922,2,EEE303,Final,2026-07-07,60,B,3.00
EXM092205,2026025000000922,2,EEE315,Final,2026-07-08,88,A+,4.00
EXM092301,2026035100000923,3,BUS101,Final,2026-07-05,45,C,2.25
EXM092302,2026035100000923,3,BUS203,Final,2026-07-06,41,D,2.00
EXM092303,2026035100000923,3,FIN221,Final,2026-07-07,40,D,2.00
EXM092304,2026035100000923,3,MKT301,Final,2026-07-08,57,B-,2.75
EXM092305,2026035100000923,3,ACC211,Final,2026-07-09,50,C+,2.50
EXM092401,2026045200000924,4,ENG101,Final,2026-07-06,92,A+,4.00
EXM092402,2026045200000924,4,ENG205,Final,2026-07-07,97,A+,4.00
EXM092403,2026045200000924,4,ENG221,Final,2026-07-08,60,B,3.00
EXM092404,2026045200000924,4,ENG303,Final,2026-07-09,53,C+,2.50
EXM092405,2026045200000924,4,ENG315,Final,2026-07-10,91,A+,4.00
EXM092501,2026055300000925,5,LAW101,Final,2026-07-07,74,A-,3.50
EXM092502,2026055300000925,5,LAW203,Final,2026-07-08,64,B,3.00
EXM092503,2026055300000925,5,LAW221,Final,2026-07-09,70,A-,3.50
EXM092504,2026055300000925,5,LAW303,Final,2026-07-10,92,A+,4.00
EXM092505,2026055300000925,5,LAW315,Final,2026-07-11,44,D,2.00
EXM092601,2026065400000926,6,PHR101,Final,2026-07-08,49,C,2.25
EXM092602,2026065400000926,6,PHR203,Final,2026-07-09,69,B+,3.25
EXM092603,2026065400000926,6,PHR221,Final,2026-07-10,48,C,2.25
EXM092604,2026065400000926,6,PHR303,Final,2026-07-11,59,B-,2.75
EXM092605,2026065400000926,6,PHR315,Final,2026-07-12,87,A+,4.00
EXM092701,2026075500000927,7,CE101,Final,2026-07-09,53,C+,2.50
EXM092702,2026075500000927,7,CE203,Final,2026-07-10,68,B+,3.25
